transaction_id,customer_id,amount,transaction_type,transaction_time
96,1876,62038.88,deposit,2026-03-02 02:47:48
97,1555,59223.33,transfer,2025-11-04 02:51:14
98,3863,18641.86,withdrawal,2025-09-20 04:29:12
99,422,794.28,transfer,2026-04-05 04:31:08
100,3021,20469.69,transfer,2026-06-09 13:40:23
101,1980,20828.36,withdrawal,2026-01-16 15:22:02
102,434,3075.81,withdrawal,2026-05-19 17:38:22
103,3649,76720.11,transfer,2025-10-04 21:35:40
104,679,1043.34,deposit,2025-12-26 07:14:36
105,2543,95258.29,withdrawal,2026-01-19 01:42:56
106,891,77020.46,transfer,2025-08-12 00:42:07
107,4276,13660.69,deposit,2025-07-12 17:31:38
108,917,97247.76,transfer,2025-12-05 23:22:55
109,4041,79675.2,deposit,2025-10-04 18:21:01
110,3190,88710.43,transfer,2026-02-23 00:40:58
111,886,46579.32,deposit,2026-02-20 05:10:09
112,3853,13312.64,deposit,2026-05-04 13:19:03
113,2935,20020.9,transfer,2025-08-29 08:23:35
114,468,11816.13,deposit,2026-03-23 05:35:06
115,4288,39234.0,deposit,2026-03-13 07:18:07
116,405,78611.06,deposit,2026-02-02 01:25:26
117,2684,91136.9,deposit,2025-10-25 18:06:17
118,4703,9762.08,deposit,2025-07-02 13:24:16
119,3714,74264.05,transfer,2025-12-25 20:50:20
120,4988,72634.56,deposit,2025-12-29 12:39:54
121,432,44565.11,transfer,2025-07-19 01:46:57
122,3861,97922.55,deposit,2026-02-27 17:59:04
123,779,12752.47,transfer,2025-07-21 12:48:03
124,2137,2695.35,withdrawal,2026-06-08 08:37:30
125,3593,61575.3,transfer,2026-01-21 00:55:12
126,1841,43328.26,transfer,2025-06-22 08:11:47
127,751,26834.34,withdrawal,2025-10-18 19:56:09
128,2150,37880.25,transfer,2025-09-07 23:33:48
129,2868,21476.63,transfer,2026-03-21 11:18:51
130,3279,31870.37,transfer,2026-04-16 18:11:53
131,1437,17234.3,withdrawal,2026-04-01 23:21:42
132,2797,92601.9,deposit,2025-11-15 17:31:16
133,4320,63066.98,deposit,2025-10-29 23:58:09
134,1404,35933.07,transfer,2025-09-28 06:46:53
135,1523,50637.75,withdrawal,2026-03-18 13:04:56
136,4433,60784.74,deposit,2026-04-24 18:20:39
137,2183,43076.13,transfer,2026-04-22 07:12:12
138,2632,33262.95,deposit,2025-06-22 07:44:38
139,3744,87032.06,transfer,2026-05-02 09:40:01
140,869,65423.64,transfer,2025-12-12 11:20:34
141,4703,64936.23,deposit,2025-10-21 04:27:00
142,3285,51590.35,deposit,2025-12-25 06:52:47
143,2270,45693.75,deposit,2025-10-07 21:24:40
144,158,9648.59,deposit,2025-11-16 06:54:47
145,1642,63519.47,withdrawal,2026-06-15 15:20:16
146,1455,58652.74,deposit,2026-05-15 09:58:11
147,530,54835.65,deposit,2026-04-28 03:08:49
148,2943,73285.94,withdrawal,2025-09-14 18:51:36
149,1387,51654.16,transfer,2025-12-14 08:19:48
150,4968,49572.08,deposit,2026-03-21 10:59:02
151,1302,52340.27,transfer,2026-03-07 06:17:33
152,3568,57750.14,deposit,2025-06-18 17:46:26
153,498,13052.76,deposit,2026-02-26 17:41:48
154,2809,76700.99,deposit,2025-12-16 16:14:07
155,2954,64762.97,deposit,2026-06-18 19:26:20
156,4288,47124.86,withdrawal,2026-01-26 04:18:26
157,2866,72840.59,transfer,2025-08-11 17:49:09
158,903,4154.21,deposit,2025-07-31 23:36:28
159,3042,63201.94,transfer,2025-12-04 02:42:16
160,999,74720.77,transfer,2025-09-14 15:16:14
161,425,70436.8,transfer,2026-01-26 08:50:11
162,2323,2055.04,transfer,2026-05-25 17:03:50
163,1092,89572.69,transfer,2025-07-17 20:50:28
164,1898,83824.65,withdrawal,2025-08-11 03:30:41
165,4899,20727.36,deposit,2025-09-06 16:03:42
166,829,65263.39,transfer,2026-04-28 00:33:18
167,2459,83982.79,withdrawal,2025-09-06 01:47:51
168,4450,3342.97,withdrawal,2026-02-05 02:09:05
169,2859,92210.55,deposit,2026-05-29 03:21:16
170,143,82636.4,withdrawal,2025-06-25 07:47:36
171,2416,44083.71,deposit,2025-07-05 10:00:33
172,3219,71234.07,withdrawal,2025-12-14 05:25:34
173,3963,54300.88,deposit,2025-12-08 17:19:23
174,1706,50633.49,transfer,2025-11-23 18:46:24
175,557,46271.5,deposit,2025-10-24 06:33:17
176,836,81205.62,withdrawal,2025-10-14 02:50:13
177,2240,92362.48,withdrawal,2025-07-04 05:06:30
178,1253,72521.22,deposit,2026-01-05 19:33:22
179,4451,6383.91,deposit,2026-03-22 21:53:52
180,581,17549.93,transfer,2025-08-16 04:00:46
181,983,90935.75,withdrawal,2025-07-25 08:43:15
182,3439,84057.63,transfer,2026-06-17 03:17:33
183,2249,5077.87,withdrawal,2026-03-24 12:09:02
184,3879,28693.34,transfer,2025-12-07 13:05:31
185,2913,80841.37,withdrawal,2026-05-03 21:15:51
186,2703,36432.83,deposit,2025-06-30 19:40:01
187,2732,20907.62,deposit,2025-11-05 00:40:50
188,4341,73597.13,deposit,2026-03-10 11:31:28
189,2656,9025.94,deposit,2025-09-05 16:14:39
190,554,32916.02,withdrawal,2025-12-31 13:27:43
191,2065,83004.69,deposit,2025-07-17 07:18:25
192,3499,91812.68,deposit,2026-01-06 02:59:46
193,4212,37111.66,transfer,2026-01-14 17:26:31
194,3572,72472.87,deposit,2025-07-28 17:47:49
195,4094,51736.44,withdrawal,2025-12-08 14:51:58
196,2395,46288.94,deposit,2026-01-20 11:26:40
197,3854,78443.15,deposit,2025-07-15 04:03:43
198,4252,99659.54,withdrawal,2025-12-09 17:06:07
199,4050,31689.75,transfer,2025-12-15 15:45:03
200,2487,27737.97,deposit,2026-01-01 17:41:21
201,2574,24781.24,transfer,2026-04-08 16:04:07
202,3465,17916.69,deposit,2025-08-12 18:53:56
203,504,85011.0,withdrawal,2025-11-15 11:02:37
204,291,36880.19,transfer,2025-06-20 03:58:54
205,428,69073.12,withdrawal,2025-09-06 05:04:44
206,4067,60454.29,transfer,2025-11-30 23:49:01
207,1660,11569.66,deposit,2026-04-20 06:53:38
208,60,32759.18,withdrawal,2025-09-12 04:45:19
209,968,94820.97,transfer,2026-04-19 06:33:31
210,866,56642.8,transfer,2025-10-09 02:59:10
211,1719,48684.42,transfer,2025-08-13 16:17:53
212,2971,46897.77,deposit,2025-12-06 12:07:31
213,3595,10377.57,withdrawal,2025-08-19 20:08:51
214,1754,25706.29,withdrawal,2026-01-27 06:51:30
215,4151,65976.13,withdrawal,2025-11-13 11:10:44
216,2053,87696.23,transfer,2026-04-25 10:14:34
217,1547,15290.29,withdrawal,2025-09-10 20:40:54
218,4128,78922.42,deposit,2026-05-02 14:59:05
219,2051,11474.67,deposit,2026-03-23 11:29:15
220,1812,23369.69,transfer,2025-09-03 02:34:05
221,2451,26600.65,withdrawal,2026-06-16 12:05:22
222,1852,28092.83,transfer,2025-11-12 16:53:58
223,1131,28218.47,withdrawal,2025-10-02 03:48:28
224,1669,20244.34,transfer,2025-07-11 23:27:52
225,241,77840.6,withdrawal,2025-10-15 11:22:42
226,3902,79984.69,deposit,2025-07-06 04:22:37
227,1556,90688.11,transfer,2026-04-01 11:26:02
228,1236,29392.39,deposit,2026-04-14 02:52:04
229,489,15201.79,withdrawal,2026-04-10 05:16:17
230,3102,39956.71,transfer,2025-07-13 07:39:11
231,3369,26553.48,deposit,2026-02-01 13:31:04
232,2887,85304.93,withdrawal,2026-06-09 08:06:55
233,2033,35061.13,deposit,2025-07-11 04:42:21
234,2946,67695.76,transfer,2026-05-17 16:13:46
235,1250,74027.46,transfer,2025-11-01 22:13:44
236,2545,4170.25,withdrawal,2025-08-19 14:49:47
237,2551,27017.45,deposit,2025-10-06 00:29:53
238,2718,26406.8,transfer,2026-04-07 20:37:16
239,1690,51976.3,transfer,2025-12-03 22:36:43
240,3320,83406.85,deposit,2026-05-15 20:10:12
241,3352,68339.71,withdrawal,2026-04-08 20:06:23
242,3494,13238.0,transfer,2026-03-17 01:27:11
243,3157,85404.31,transfer,2026-01-10 05:39:03
244,4791,70065.17,withdrawal,2025-10-21 00:33:54
245,810,25926.22,withdrawal,2025-12-28 12:17:07
246,627,65783.92,deposit,2026-06-12 15:31:43
247,4571,46019.45,withdrawal,2025-08-15 03:13:42
248,4509,62721.7,deposit,2026-04-02 23:07:01
249,4050,46352.15,deposit,2025-07-18 16:39:29
250,3865,42620.93,withdrawal,2026-02-11 23:13:39
251,4778,23852.09,transfer,2025-07-17 23:41:15
252,3187,54937.33,withdrawal,2025-08-27 23:05:57
253,2339,32371.66,deposit,2026-06-01 21:09:12
254,1747,22506.33,withdrawal,2025-08-28 04:39:45
255,1643,50689.8,transfer,2025-10-29 04:59:13
256,4785,19504.2,transfer,2025-12-03 20:39:44
257,3407,98197.04,withdrawal,2025-11-10 05:01:45
258,1259,16933.6,withdrawal,2025-06-23 11:42:39
259,3078,12783.25,transfer,2026-05-12 07:03:42
260,1080,95988.47,transfer,2026-06-08 07:38:05
261,1592,95256.91,withdrawal,2026-05-23 13:52:09
262,288,45119.74,transfer,2025-10-04 08:34:44
263,4584,98944.95,transfer,2026-04-16 14:45:51
264,2335,79811.96,deposit,2026-05-04 04:01:45
265,4898,21183.77,withdrawal,2026-04-05 17:07:22
266,3180,27441.29,transfer,2025-07-18 01:26:59
267,1486,39069.71,withdrawal,2025-10-03 09:13:47
268,2168,36942.28,deposit,2025-07-03 03:34:23
269,1687,20944.55,transfer,2025-12-14 15:17:46
270,4063,23333.57,deposit,2025-06-26 15:24:41
271,1674,23358.33,transfer,2025-12-04 05:03:26
272,2318,66572.04,withdrawal,2025-10-29 09:35:50
273,843,383.87,deposit,2026-04-18 16:50:54
274,3301,13134.29,transfer,2025-10-09 20:39:36
275,417,56435.81,withdrawal,2025-09-18 21:31:42
276,4694,73503.27,withdrawal,2026-05-24 12:46:30
277,1372,34380.51,withdrawal,2025-12-02 08:04:42
278,2986,89090.11,transfer,2025-07-31 16:31:21
279,324,38388.31,transfer,2025-09-11 16:17:52
280,4032,18221.55,transfer,2025-09-11 06:45:46
281,4024,29830.76,transfer,2025-09-19 08:48:08
282,1678,22389.59,transfer,2026-06-02 22:39:38
283,3644,84466.62,transfer,2026-04-20 22:49:58
284,2501,38021.45,withdrawal,2026-03-05 14:40:01
285,3723,1348.27,deposit,2026-05-09 22:28:08
286,2289,83355.69,deposit,2025-10-06 21:04:58
287,3861,41802.25,deposit,2025-08-18 04:28:49
288,2534,51368.35,withdrawal,2025-06-21 03:03:23
289,2246,85124.78,withdrawal,2025-09-09 20:47:04
290,2682,14427.01,transfer,2026-05-25 23:49:50
291,1357,73248.16,transfer,2026-06-18 05:53:41
292,4909,45553.86,transfer,2025-07-27 21:28:18
293,4208,2125.21,withdrawal,2026-05-19 09:22:58
294,216,9116.38,transfer,2026-03-12 00:24:32
295,4849,31058.71,withdrawal,2025-11-02 12:57:28
296,1294,86571.12,transfer,2026-04-21 16:09:29
297,1420,15839.99,deposit,2026-02-08 06:54:21
298,2687,84064.81,deposit,2025-12-29 05:19:10
299,4860,94437.77,transfer,2025-07-19 18:38:06
300,2286,3296.02,transfer,2026-03-26 09:58:43
301,3782,83821.89,withdrawal,2025-09-13 00:44:50
302,4897,70195.76,transfer,2026-04-27 13:49:19
303,1120,77477.33,deposit,2025-10-18 17:09:43
304,3895,36581.8,withdrawal,2025-10-31 12:02:23
305,406,81992.42,transfer,2025-11-10 16:26:45
306,4279,98569.82,deposit,2026-02-23 06:07:08
307,3632,57087.63,transfer,2025-07-04 05:55:45
308,4349,59377.66,withdrawal,2026-01-24 02:08:47
309,3660,18227.07,deposit,2025-07-07 02:10:00
310,2009,37946.78,transfer,2025-08-17 10:37:34
311,1660,74388.95,withdrawal,2026-01-19 10:52:17
312,2914,78406.95,deposit,2025-08-22 22:57:15
313,759,33985.02,withdrawal,2025-08-19 22:24:20
314,1923,80050.01,withdrawal,2025-12-06 01:16:42
315,1578,38606.81,deposit,2025-06-26 14:09:34
316,2711,8191.5,deposit,2026-01-24 00:46:52
317,771,68095.46,deposit,2025-09-20 23:49:10
318,4234,31286.34,transfer,2025-08-30 09:49:00
319,411,90154.05,withdrawal,2025-12-07 22:22:18
320,3798,31666.27,withdrawal,2026-06-16 19:00:27
321,1565,33859.02,withdrawal,2026-05-23 18:10:50
322,4938,91899.76,transfer,2026-04-15 10:24:05
323,3548,88070.39,withdrawal,2026-02-01 01:40:19
324,4894,21352.25,transfer,2025-11-29 01:55:35
325,307,15309.27,deposit,2025-08-31 07:40:27
326,2719,54743.47,withdrawal,2025-07-14 18:50:56
327,3924,10445.15,withdrawal,2026-02-16 05:36:47
328,1676,38096.39,transfer,2026-04-21 09:05:40
329,595,49858.37,deposit,2025-09-02 22:53:59
330,93,17384.2,transfer,2026-03-30 21:55:01
331,600,1019.92,withdrawal,2026-02-15 06:32:52
332,1200,15259.93,withdrawal,2026-03-21 10:38:51
333,4835,29522.65,deposit,2025-12-21 14:22:20
334,3030,74741.09,transfer,2025-10-04 03:33:19
335,4930,14051.55,withdrawal,2026-02-10 19:51:39
336,2703,7238.31,transfer,2026-01-15 23:32:28
337,2656,20611.9,transfer,2025-09-26 23:37:24
338,853,35542.09,withdrawal,2025-11-28 15:53:34
339,2249,73131.43,transfer,2025-12-06 17:27:04
340,557,76015.0,deposit,2026-04-14 23:03:41
341,3403,74587.47,deposit,2026-05-21 19:21:39
342,105,207.72,transfer,2025-07-18 04:42:42
343,4923,94412.67,withdrawal,2026-06-07 14:30:30
344,4399,2231.71,withdrawal,2026-06-04 05:13:03
345,120,84828.42,withdrawal,2025-10-06 20:50:24
346,2179,42691.27,deposit,2025-07-13 08:08:41
347,696,19550.31,transfer,2025-09-02 04:19:10
348,4370,72439.59,withdrawal,2025-09-22 14:45:16
349,2939,13211.04,deposit,2026-02-23 18:06:56
350,1380,45662.18,deposit,2026-04-30 13:37:10
351,1768,52999.88,withdrawal,2025-09-24 09:29:02
352,1534,40749.81,transfer,2026-02-16 01:31:59
353,1754,59169.14,withdrawal,2025-09-20 02:40:13
354,770,96021.78,transfer,2025-10-22 00:59:07
355,1484,13924.77,withdrawal,2025-10-03 12:56:22
356,3618,56545.61,withdrawal,2026-03-16 11:22:42
357,1860,64288.44,transfer,2026-03-27 05:26:58
358,2775,9813.51,transfer,2026-01-24 18:40:09
359,3186,14292.57,deposit,2025-10-21 19:03:56
360,596,39098.61,withdrawal,2026-03-03 20:16:56
361,1509,9487.5,transfer,2025-07-31 10:28:07
362,2518,74339.24,deposit,2025-09-21 23:37:38
363,4988,89625.2,transfer,2025-07-02 05:23:19
364,1254,44579.56,deposit,2025-09-20 18:15:08
365,1887,21696.65,deposit,2025-11-25 07:26:22
366,3088,2885.4,transfer,2025-10-18 10:35:43
367,1850,72352.51,deposit,2025-12-25 13:04:49
368,3032,18592.66,transfer,2026-05-05 16:40:16
369,1569,92715.98,transfer,2025-06-19 08:27:59
370,1111,43185.64,withdrawal,2026-01-19 13:10:12
371,2641,53945.24,transfer,2026-03-14 03:50:20
372,463,41030.96,transfer,2026-04-07 17:38:32
373,2264,26713.13,deposit,2026-02-24 09:24:08
374,3634,37104.83,withdrawal,2025-11-29 13:02:28
375,1870,31172.06,withdrawal,2025-10-11 19:52:52
376,1531,73164.98,deposit,2025-09-12 08:40:00
377,1956,76997.09,deposit,2025-07-11 12:20:54
378,1838,27775.68,transfer,2026-04-10 03:05:19
379,2022,37454.92,withdrawal,2025-09-29 16:09:23
380,2125,39449.47,deposit,2026-03-11 06:44:17
381,913,57331.98,withdrawal,2025-07-22 00:26:35
382,4696,5462.0,deposit,2025-07-23 13:45:48
383,333,2910.29,withdrawal,2025-07-23 20:26:02
384,157,77319.94,transfer,2025-10-21 22:47:23
385,3736,18161.7,transfer,2025-08-02 09:06:27
386,2953,25300.22,withdrawal,2026-01-19 06:17:14
387,2886,43543.52,transfer,2025-08-23 06:58:21
388,4157,10782.84,withdrawal,2025-08-20 05:24:46
389,3975,52336.4,deposit,2025-11-07 04:15:12
390,3829,12341.01,deposit,2025-06-21 11:42:57
391,3359,18006.65,deposit,2025-09-05 08:33:33
392,3313,68985.79,deposit,2025-07-30 04:45:28
393,3359,86468.03,transfer,2025-11-09 03:46:26
394,4838,17263.72,withdrawal,2026-04-16 01:48:13
395,165,35788.36,withdrawal,2026-03-10 23:13:47
396,1640,15932.39,withdrawal,2026-01-14 21:26:22
397,2720,63480.3,withdrawal,2026-03-17 13:51:51
398,4152,46493.93,deposit,2025-12-30 16:54:09
399,844,86377.91,withdrawal,2026-04-12 14:25:06
400,1932,92305.14,withdrawal,2025-10-21 21:06:38
401,2777,45782.6,withdrawal,2026-05-20 15:45:41
402,3034,83461.6,deposit,2026-03-28 19:33:54
403,1544,63724.71,withdrawal,2025-06-24 05:03:28
404,118,55708.34,deposit,2025-11-18 23:23:16
405,4133,53266.46,transfer,2026-02-21 07:55:13
406,1339,25960.2,withdrawal,2025-06-19 01:22:11
407,1182,58177.92,withdrawal,2025-09-25 02:36:16
408,4403,86584.63,withdrawal,2025-07-10 00:25:02
409,4177,11832.21,withdrawal,2025-09-19 14:46:43
410,2251,83428.58,transfer,2025-08-24 16:30:02
411,2870,8442.23,withdrawal,2026-05-05 22:15:21
412,450,85836.33,transfer,2025-07-11 23:56:48
413,3134,56207.68,transfer,2026-05-22 04:43:25
414,3959,65118.89,deposit,2026-03-01 19:27:20
415,2965,6831.34,deposit,2026-02-14 06:37:13
416,545,14207.24,deposit,2025-11-22 15:57:21
417,4380,26557.58,deposit,2026-03-19 10:49:53
418,1161,91298.83,deposit,2026-05-04 08:24:07
419,3069,43911.95,transfer,2026-03-10 11:44:15
420,1055,61910.81,deposit,2025-06-27 14:51:28
421,312,89676.64,transfer,2025-12-27 04:36:35
422,3082,71817.16,deposit,2026-01-19 02:57:00
423,3525,28972.67,deposit,2026-05-02 13:55:40
424,1841,49629.21,withdrawal,2025-12-06 21:16:36
425,463,35305.12,deposit,2026-06-08 14:33:30
426,1685,55727.73,withdrawal,2026-04-25 23:44:37
427,1394,96413.57,deposit,2025-09-29 11:11:51
428,986,56574.83,transfer,2025-12-22 09:47:52
429,346,99608.24,transfer,2025-10-11 02:33:38
430,4164,30530.9,withdrawal,2026-03-26 04:10:56
431,3320,51965.8,transfer,2026-05-27 07:06:27
432,3869,97361.98,deposit,2026-01-08 06:14:53
433,4330,48780.14,withdrawal,2026-05-10 21:11:37
434,3733,55518.5,transfer,2025-09-18 12:47:57
435,3121,8123.54,transfer,2026-06-11 03:46:22
436,3871,80648.41,deposit,2026-04-27 21:16:29
437,4688,85559.79,withdrawal,2025-11-28 10:28:26
438,1747,45044.05,transfer,2026-03-10 05:22:42
439,3808,56997.54,withdrawal,2025-11-27 13:24:40
440,3623,23966.43,withdrawal,2026-04-22 06:02:05
441,1846,155.44,withdrawal,2025-09-10 19:29:31
442,1207,39154.08,deposit,2025-09-26 08:30:00
443,844,97703.58,withdrawal,2025-12-25 05:02:53
444,4154,93258.67,deposit,2025-08-20 12:33:32
445,2840,64949.41,deposit,2026-06-12 00:34:04
446,4989,4037.67,deposit,2026-01-08 07:25:49
447,4212,56492.32,transfer,2026-01-07 15:42:40
448,4059,87449.29,deposit,2025-07-31 10:18:43
449,2737,249.69,withdrawal,2025-09-24 17:33:59
450,1361,20095.99,transfer,2026-01-17 10:16:10
451,4833,1372.9,deposit,2026-02-25 22:34:24
452,3443,86547.88,transfer,2026-06-02 18:07:06
453,1329,18456.94,withdrawal,2026-03-10 07:16:58
454,3492,3160.4,withdrawal,2025-08-03 00:24:24
455,3996,79095.4,transfer,2026-04-22 05:16:42
456,381,33789.43,deposit,2025-09-23 17:22:35
457,3120,89633.89,transfer,2026-03-22 21:46:25
458,2358,516.16,withdrawal,2026-02-28 11:16:28
459,788,73211.71,transfer,2026-03-30 07:57:42
460,2453,89387.2,deposit,2025-06-19 12:14:33
461,3635,15557.22,deposit,2025-10-01 04:08:55
462,2298,73381.18,transfer,2026-05-11 23:56:51
463,1193,92310.14,withdrawal,2025-11-10 14:39:21
464,2516,79553.16,transfer,2026-01-06 07:45:22
465,4704,13682.01,transfer,2026-03-24 20:30:37
466,4694,90197.53,withdrawal,2026-05-03 23:15:06
467,2033,13474.75,transfer,2025-10-24 01:20:33
468,670,74087.77,withdrawal,2026-02-22 06:49:32
469,3964,99740.74,deposit,2025-07-26 19:32:23
470,3817,69731.27,transfer,2026-03-27 03:08:56
471,4822,92512.32,transfer,2025-09-01 11:47:21
472,4119,75354.02,deposit,2025-07-05 07:57:53
473,4014,90049.5,transfer,2026-03-13 20:20:35
474,4210,66653.32,withdrawal,2025-08-14 10:31:42
475,4801,63147.11,withdrawal,2025-08-30 22:52:49
476,2639,78177.25,deposit,2025-06-26 05:46:56
477,363,61959.8,withdrawal,2025-08-27 23:44:47
478,2711,17384.26,withdrawal,2025-08-12 18:03:42
479,1123,26507.55,transfer,2026-01-14 23:25:25
480,3811,40228.25,withdrawal,2025-10-07 02:14:32
481,3937,38509.62,transfer,2026-02-02 01:18:40
482,2608,79582.5,deposit,2026-01-16 05:02:58
483,3750,55790.63,withdrawal,2025-10-09 22:23:33
484,2265,72140.36,transfer,2025-12-03 09:29:17
485,3854,58190.15,withdrawal,2025-08-24 14:30:57
486,4034,72968.6,transfer,2025-10-15 16:24:12
487,667,98705.48,transfer,2026-02-17 22:19:59
488,3743,269.67,withdrawal,2025-12-15 08:30:26
489,1448,66925.33,deposit,2025-09-28 02:47:30
490,3138,26607.12,withdrawal,2026-05-25 06:38:40
491,2458,1616.64,transfer,2026-03-17 02:12:08
492,1388,27129.98,withdrawal,2025-08-10 15:37:03
493,486,30226.21,transfer,2026-03-29 15:21:05
494,432,55572.25,transfer,2025-12-31 19:31:46
495,682,86740.72,transfer,2025-07-18 14:44:44
496,3533,70053.04,transfer,2026-01-01 19:25:08
497,4845,61491.99,withdrawal,2026-01-22 18:42:29
498,1214,94836.61,withdrawal,2026-03-10 08:08:05
499,1861,80568.21,withdrawal,2026-01-11 07:11:36
500,774,27114.31,transfer,2025-10-19 07:28:36
501,4377,75072.65,deposit,2026-04-24 05:23:45
502,3049,92926.87,withdrawal,2025-10-19 02:16:45
503,880,62720.26,transfer,2025-06-22 21:52:11
504,3663,22660.91,deposit,2026-01-08 07:52:55
505,3251,43184.61,transfer,2025-09-12 06:08:35
506,605,11260.79,withdrawal,2025-12-11 13:45:12
507,3469,51833.7,deposit,2025-12-31 13:36:06
508,4688,20732.76,withdrawal,2025-10-06 05:37:09
